Object Type	PID	Title	Path	Label	Depth	Deleted	Date Added	Date Updated	MIME Type	Checksum	File Size (bytes)	Number of Children
File	uuid:2dbcd0ec-f8fb-4c46-a1ab-cc7b101433d8	Evaluating changes in the methods by which users of the University of North Carolina at Chapel Hill Manuscript Department learn of the holdings of the department.	/Collections/Master's Papers/School of Information and Library Science/Evaluating changes in the methods by which users of the University of North Carolina at Chapel Hill Manuscript Department learn of the holdings of the department.	Evaluating changes in the methods by which users of the University of North Carolina at Chapel Hill Manuscript Department learn of the holdings of the department.	3	FALSE	12/10/10 11:41	5/7/14 12:40	application/pdf	8730d89db36795828cfacc5e5d70a21d	66378	
File	uuid:d6f81279-e929-49c0-b24b-ceaaa9b3e939	A new method of training computing lab assistants	/Collections/Master's Papers/School of Information and Library Science/A new method of training computing lab assistants	A new method of training computing lab assistants	3	FALSE	12/10/10 12:01	5/7/14 13:07	application/pdf	d8434a992e6426bf8e31e5f0e3d39e9a	96209	
File	uuid:0ad2638f-1e91-42f7-bd26-3f89d80b4934	An Examination of the Brittle Books Program as a Model for the Development of a Nationally Coordinated Program to Preserve Recorded Sound	/Collections/Master's Papers/School of Information and Library Science/An Examination of the Brittle Books Program as a Model for the Development of a Nationally Coordinated Program to Preserve Recorded Sound	An Examination of the Brittle Books Program as a Model for the Development of a Nationally Coordinated Program to Preserve Recorded Sound	3	FALSE	12/10/10 12:10	5/7/14 13:19	application/pdf	647e042e01703348f1e5ee9a3ca7b8e0	63771	
File	uuid:b64c103f-9ba0-478e-b9fa-f76530273444	Using the Internet to promote the school library media center	/Collections/Master's Papers/School of Information and Library Science/Using the Internet to promote the school library media center	Using the Internet to promote the school library media center	3	FALSE	12/10/10 12:03	5/7/14 12:55	application/pdf	acf627e1a753b0068f3c64bfebcdf4a0	219548	
File	uuid:71487589-4c45-49fb-b409-d23bdf729650	Assessing information professional behaviors during the reference interview in some public libraries in central North Carolina and southeastern Virginia.	/Collections/Master's Papers/School of Information and Library Science/Assessing information professional behaviors during the reference interview in some public libraries in central North Carolina and southeastern Virginia.	Assessing information professional behaviors during the reference interview in some public libraries in central North Carolina and southeastern Virginia.	3	FALSE	12/10/10 12:18	5/7/14 13:37	application/pdf	a4745b112fc093515b1ebe0de81a0858	120903	
File	uuid:9a9f91c0-bc2d-4730-aa3b-50c47fe310f4	Table Browser Usability Study	/Collections/Master's Papers/School of Information and Library Science/Table Browser Usability Study	Table Browser Usability Study	3	FALSE	12/10/10 12:30	5/7/14 13:41	application/pdf	2958dee1d7ed8c51e0c1a3ad7b109eb9	186694	
File	uuid:e63fbf14-fad3-4c61-a6a1-5873b4221e0a	James Davis:  North Carolina's first printer	/Collections/Master's Papers/School of Information and Library Science/James Davis:  North Carolina's first printer	James Davis:  North Carolina's first printer	3	FALSE	12/10/10 12:20	5/7/14 13:12	application/pdf	c0718d1ddd5658d7a094aa28625dae3a	289361	
File	uuid:0bfbae61-cd5f-4a1b-a437-b1ce30477b12	The work versus the item in the Dublin Core: A content analysis of electronic mails from the Dublin Core Community	/Collections/Master's Papers/School of Information and Library Science/The work versus the item in the Dublin Core: A content analysis of electronic mails from the Dublin Core Community	The work versus the item in the Dublin Core: A content analysis of electronic mails from the Dublin Core Community	3	FALSE	12/10/10 12:27	5/7/14 13:13	application/pdf	b3c0309adbf48356a29ddb664636957f	83606	
File	uuid:b5b16f27-9edf-4c43-8caf-6b1517854a99	Public library mission and arts programming.	/Collections/Master's Papers/School of Information and Library Science/Public library mission and arts programming.	Public library mission and arts programming.	3	FALSE	12/10/10 11:42	5/7/14 12:43	application/pdf	25801639c90b3aa563af7a347790aea6	82925	
File	uuid:1dc2fcd2-1f6f-497e-b05d-b84745aaa1a1	A Study of Four Small College Libraries and Their Approach to Public Services	/Collections/Master's Papers/School of Information and Library Science/A Study of Four Small College Libraries and Their Approach to Public Services	A Study of Four Small College Libraries and Their Approach to Public Services	3	FALSE	12/10/10 12:27	5/7/14 13:18	application/pdf	a573f95d1a9f482c02290dbd4b7e9ed2	60694	
File	uuid:e2431536-1cb9-4b93-8a43-371b3688299e	Design decisions for a low literacy health survey user interface	/Collections/Master's Papers/School of Information and Library Science/Design decisions for a low literacy health survey user interface	Design decisions for a low literacy health survey user interface	3	FALSE	12/10/10 11:41	5/7/14 12:41	application/pdf	febde612dfcd6a341fda57ba3ee2c458	920592	
File	uuid:ef8af33d-63e4-4487-b03f-1042e89236c4	A prototype publication service for the Internet2 DSI project.	/Collections/Master's Papers/School of Information and Library Science/A prototype publication service for the Internet2 DSI project.	A prototype publication service for the Internet2 DSI project.	3	FALSE	12/10/10 11:43	5/7/14 12:42	application/pdf	5e0b6f17a5aa4758532910e0f2dd170f	361803	
File	uuid:4993ad28-b741-4388-a8a3-3bbc19447b9e	An electronic commerce solution for Physics Laboratory Managers	/Collections/Master's Papers/School of Information and Library Science/An electronic commerce solution for Physics Laboratory Managers	An electronic commerce solution for Physics Laboratory Managers	3	FALSE	12/10/10 12:13	5/7/14 13:43	application/pdf	44d434b0d8f06404863a45b4c8992198	594793	
File	uuid:5515e7db-501c-451e-99cd-157095689ed2	An Analysis of the Management of Email Reference Services in Public University Archive and Manuscript Collections	/Collections/Master's Papers/School of Information and Library Science/An Analysis of the Management of Email Reference Services in Public University Archive and Manuscript Collections	An Analysis of the Management of Email Reference Services in Public University Archive and Manuscript Collections	3	FALSE	12/10/10 11:52	5/7/14 12:49	application/pdf	93b5da1e19c17d9679fa883546d33eb5	152241	
File	uuid:92ef971f-322b-4759-999d-fbae520e9be5	A comparative analysis of how the technological innovativeness of web sites varies across four industries.	/Collections/Master's Papers/School of Information and Library Science/A comparative analysis of how the technological innovativeness of web sites varies across four industries.	A comparative analysis of how the technological innovativeness of web sites varies across four industries.	3	FALSE	12/10/10 12:29	5/7/14 13:31	application/pdf	0629a796a8aefa81df12e0c51959b999	121928	
File	uuid:ae27528f-7195-43ba-b58a-3d79b84c94a4	Using XML in conjunction with EDI.	/Collections/Master's Papers/School of Information and Library Science/Using XML in conjunction with EDI.	Using XML in conjunction with EDI.	3	FALSE	12/10/10 12:19	5/7/14 13:07	application/pdf	911618b3010c35487ba0751cd143faf7	69681	
File	uuid:fe3095af-ede3-4580-b161-1090831e918d	Steps taken and Resources Used to Write a Grant Proposal for the Tammy Lynn Center for Developmental Disabilities' Parent Resource Center	/Collections/Master's Papers/School of Information and Library Science/Steps taken and Resources Used to Write a Grant Proposal for the Tammy Lynn Center for Developmental Disabilities' Parent Resource Center	Steps taken and Resources Used to Write a Grant Proposal for the Tammy Lynn Center for Developmental Disabilities' Parent Resource Center	3	FALSE	12/10/10 12:14	5/7/14 13:32	application/pdf	6adbff5902f437640c6732f208c83a8d	99601	
File	uuid:ca838734-d9a7-4b46-80f3-6b925737c3ec	A characterization of the Linux community of Practice Using Linux Newsgroups and Bales' Interaction Process Analysis	/Collections/Master's Papers/School of Information and Library Science/A characterization of the Linux community of Practice Using Linux Newsgroups and Bales' Interaction Process Analysis	A characterization of the Linux community of Practice Using Linux Newsgroups and Bales' Interaction Process Analysis	3	FALSE	12/10/10 12:15	5/7/14 13:35	application/pdf	b36f0c82d153bc875a136ceb0f07cb38	576006	
File	uuid:4968c030-a22b-4fa0-8604-ee5bad0df6a9	The vertical file index: facilitating access to an untapped resource via a web database.	/Collections/Master's Papers/School of Information and Library Science/The vertical file index: facilitating access to an untapped resource via a web database.	The vertical file index: facilitating access to an untapped resource via a web database.	3	FALSE	12/10/10 12:09	5/7/14 13:33	application/pdf	a4f3679aa809b948b9c76d0c7dbe8ae0	251792	
File	uuid:6605f9f6-d670-4035-bf43-525312e83a20	Public library web pages for children: a content analysis.	/Collections/Master's Papers/School of Information and Library Science/Public library web pages for children: a content analysis.	Public library web pages for children: a content analysis.	3	FALSE	12/10/10 12:29	5/7/14 13:06	application/pdf	811e1ebf538f533ac20187e76eef7d62	357736	
File	uuid:994ef426-0a41-47bf-96ee-a7b420c8159b	"Descriptive catalog of the Robert W. Severance Collection of ""Hudibras"" at the Rare Book Collection at the University of North Carolina at Chapel Hill"	"/Collections/Master's Papers/School of Information and Library Science/Descriptive catalog of the Robert W. Severance Collection of ""Hudibras"" at the Rare Book Collection at the University of North Carolina at Chapel Hill"	Descriptive catalog of the Robert W. Severance Collection of Hudibras at the Rare Book Collection at the University of North Carolina at Chapel Hill	3	FALSE	12/10/10 11:59	5/7/14 12:57	application/pdf	31beca7bd92b9103a90226ba2c457c26	324515	
File	uuid:b5d8f34a-856c-4d52-82a6-5139ebe97f89	The online help system: does it help it help or hinder information technology professionals who provide desktop support?	/Collections/Master's Papers/School of Information and Library Science/The online help system: does it help it help or hinder information technology professionals who provide desktop support?	The online help system: does it help it help or hinder information technology professionals who provide desktop support?	3	FALSE	12/10/10 12:32	5/7/14 13:10	application/pdf	c95b643a07e5085340e41a34c808416a	1378968	
File	uuid:7c513fc4-458a-432e-bda0-5490d3aa8711	The communication habits of regional documents librarians: an exploratory study	/Collections/Master's Papers/School of Information and Library Science/The communication habits of regional documents librarians: an exploratory study	The communication habits of regional documents librarians: an exploratory study	3	FALSE	12/10/10 12:41	5/7/14 13:33	application/pdf	2dcab494d8d609d8d8cea9a738e54861	129644	
File	uuid:0fed21cf-775c-43ba-b3e4-c3e5e3d68542	Users' Comprehension of Ternary Relationships in Extended Entity Relationship Model and Object Modeling Technique	/Collections/Master's Papers/School of Information and Library Science/Users' Comprehension of Ternary Relationships in Extended Entity Relationship Model and Object Modeling Technique	Users' Comprehension of Ternary Relationships in Extended Entity Relationship Model and Object Modeling Technique	3	FALSE	12/10/10 12:29	5/7/14 13:33	application/pdf	5ac3025b323b7d9138bbc1efee89365b	1181269	
File	uuid:b3028934-73e0-4e7b-bc51-6361e7572c65	Assessing preservation needs: a collection condition survey of bound manuscript volumes.	/Collections/Master's Papers/School of Information and Library Science/Assessing preservation needs: a collection condition survey of bound manuscript volumes.	Assessing preservation needs: a collection condition survey of bound manuscript volumes.	3	FALSE	12/10/10 12:36	5/7/14 13:37	application/pdf	fe3089f65fcb77f8a1416e49d0b7761d	162284	
File	uuid:b1867be2-19b5-4908-b3e5-7eb75e2f042c	A Researchers's Guide to Ten North Carolina Fiction Writers	/Collections/Master's Papers/School of Information and Library Science/A Researchers's Guide to Ten North Carolina Fiction Writers	A Researchers's Guide to Ten North Carolina Fiction Writers	3	FALSE	12/10/10 12:41	5/7/14 13:16	application/pdf	fae655e1c24ebf7132f1f58040fb51a0	109318	
File	uuid:f125997d-e944-4da0-b908-fd891e388b9e	Newspaper journalists' information seeking behavior with online information sources.	/Collections/Master's Papers/School of Information and Library Science/Newspaper journalists' information seeking behavior with online information sources.	Newspaper journalists' information seeking behavior with online information sources.	3	FALSE	12/10/10 12:17	5/7/14 13:33	application/pdf	f90b075bafd304b246c24d16481d2db2	139391	
File	uuid:4732f4bb-feb3-4810-8761-33c9237167bf	"Browers, platforms, and monitors, Oh My!!!  Maintaining compatibility on the Yellow Brick Road of Web Design"	"/Collections/Master's Papers/School of Information and Library Science/Browers, platforms, and monitors, Oh My!!!  Maintaining compatibility on the Yellow Brick Road of Web Design"	"Browers, platforms, and monitors, Oh My!!!  Maintaining compatibility on the Yellow Brick Road of Web Design"	3	FALSE	12/10/10 12:07	5/7/14 12:51	application/pdf	c5d82a055421f7d275f71186c8f44c76	2484124	
File	uuid:a5673b0f-a502-403d-8647-f04c6cf77133	An XML DTD for Project Gutenberg.	/Collections/Master's Papers/School of Information and Library Science/An XML DTD for Project Gutenberg.	An XML DTD for Project Gutenberg.	3	FALSE	12/10/10 12:01	5/7/14 12:58	application/pdf	547f24732341d99ba95996745dfc9f2b	677781	
File	uuid:d2b68fbb-c8c1-4f66-96af-1f2d976c7bd1	The availability and content of bibliographic records for curriculum materials centers in OCLC.	/Collections/Master's Papers/School of Information and Library Science/The availability and content of bibliographic records for curriculum materials centers in OCLC.	The availability and content of bibliographic records for curriculum materials centers in OCLC.	3	FALSE	12/10/10 12:08	5/7/14 13:02	application/pdf	4607158af74f2cd82e1b13e9eec8e49d	144532	
File	uuid:c4e01778-020c-4535-b424-0f274f62fff4	The Information Seeking Behavior and Needs of Journalists in Context.	/Collections/Master's Papers/School of Information and Library Science/The Information Seeking Behavior and Needs of Journalists in Context.	The Information Seeking Behavior and Needs of Journalists in Context.	3	FALSE	12/10/10 12:41	5/7/14 13:13	application/pdf	cea421ed8c24095a3e309b2af125dac3	220009	
File	uuid:076309e5-b518-4684-870d-84ba3656ea89	Mentoring of Graduate Students at the School of Information and Library Science at the University of North Carolina at Chapel Hill.	/Collections/Master's Papers/School of Information and Library Science/Mentoring of Graduate Students at the School of Information and Library Science at the University of North Carolina at Chapel Hill.	Mentoring of Graduate Students at the School of Information and Library Science at the University of North Carolina at Chapel Hill.	3	FALSE	12/10/10 12:22	5/7/14 13:08	application/pdf	fe8f2c9a447d864c4ec006fc983239e6	125916	
File	uuid:ce9d5675-03a6-4949-909c-e734765e5394	United States Domestic Narcotic Policy: A Selective Annotated Bibliography of Federal Public Documents.  A Master's paper for the M.S. in L.S. degree.	/Collections/Master's Papers/School of Information and Library Science/United States Domestic Narcotic Policy: A Selective Annotated Bibliography of Federal Public Documents.  A Master's paper for the M.S. in L.S. degree.	United States Domestic Narcotic Policy: A Selective Annotated Bibliography of Federal Public Documents.  A Master's paper for the M.S. in L.S. degree.	3	FALSE	12/10/10 11:49	5/7/14 12:41	application/pdf	a7879c25c16c89f0500d1ececba1ff39	122939	
File	uuid:88f8f750-2004-43a5-a50a-783275edbb8f	Facilitating scientifc collaboration across distance: a user needs analysis of a distributed scientific research group	/Collections/Master's Papers/School of Information and Library Science/Facilitating scientifc collaboration across distance: a user needs analysis of a distributed scientific research group	Facilitating scientifc collaboration across distance: a user needs analysis of a distributed scientific research group	3	FALSE	12/10/10 12:39	5/7/14 13:27	application/pdf	3dadbadfb784c8536d8a2d7ac7c1671c	111655	
File	uuid:1ed30e92-9b52-455d-8713-57ca861c88c8	Health Information Needs and the Internet: A Survey of Older Adults	/Collections/Master's Papers/School of Information and Library Science/Health Information Needs and the Internet: A Survey of Older Adults	Health Information Needs and the Internet: A Survey of Older Adults	3	FALSE	12/10/10 11:42	5/7/14 12:46	application/pdf	9ca773174bd015d43252baac7379cba9	76994	
File	uuid:042882ea-0955-4f53-a144-e41536adf4a1	Models of Cooperative Collection Management in Academic Research Libraries: A Critical Comparison	/Collections/Master's Papers/School of Information and Library Science/Models of Cooperative Collection Management in Academic Research Libraries: A Critical Comparison	Models of Cooperative Collection Management in Academic Research Libraries: A Critical Comparison	3	FALSE	12/10/10 12:41	5/7/14 13:37	application/pdf	1320f675bef2ebb6cb6de6213f318ff0	83217	
File	uuid:3fafbc5a-2060-40b1-96c5-ab2d2109956c	An Analysis of the Adoption of World Wide Web Common Gateway Interface (CGI) Technology within Higher Education Environments	/Collections/Master's Papers/School of Information and Library Science/An Analysis of the Adoption of World Wide Web Common Gateway Interface (CGI) Technology within Higher Education Environments	An Analysis of the Adoption of World Wide Web Common Gateway Interface (CGI) Technology within Higher Education Environments	3	FALSE	12/10/10 11:57	5/7/14 12:53	application/pdf	a9ac6975968c813306c278bc4c7d29b1	759783	
File	uuid:26547680-ba6e-494e-ac96-1570422b68de	Interface Design for Domain-Specific Image Retrieval: A Pilot Study.  A master's paper for the M.S. in L.S. degree.	/Collections/Master's Papers/School of Information and Library Science/Interface Design for Domain-Specific Image Retrieval: A Pilot Study.  A master's paper for the M.S. in L.S. degree.	Interface Design for Domain-Specific Image Retrieval: A Pilot Study.  A master's paper for the M.S. in L.S. degree.	3	FALSE	12/10/10 12:37	5/7/14 13:34	application/pdf	6095623f9e3973abb913604f3550ce9d	1753029	
File	uuid:db92b381-f742-40f2-9ae4-3ee84778427c	The use of survey data in privacy research	/Collections/Master's Papers/School of Information and Library Science/The use of survey data in privacy research	The use of survey data in privacy research	3	FALSE	12/10/10 12:35	5/7/14 13:15	application/pdf	e7b0a3166b7484c6b46db3de90468542	121217	
File	uuid:4a6a2d78-9c26-4d8a-8c56-6d8d01d984c9	Reducing Library Anxiety in First-Year Students: Computer-Assisted Instruction vs. Bibliographic Instruction.  A Master's paper for the M.S. in L.S. degree.	/Collections/Master's Papers/School of Information and Library Science/Reducing Library Anxiety in First-Year Students: Computer-Assisted Instruction vs. Bibliographic Instruction.  A Master's paper for the M.S. in L.S. degree.	Reducing Library Anxiety in First-Year Students: Computer-Assisted Instruction vs. Bibliographic Instruction.  A Master's paper for the M.S. in L.S. degree.	3	FALSE	12/10/10 12:15	5/7/14 13:03	application/pdf	a7f50c41604d004a5faa1cffefa47e58	101501	
File	uuid:1b54d8cb-1d32-4ee2-963d-bb6a98eee61a	Review and Refinement of a Database for Environmental Management Systems	/Collections/Master's Papers/School of Information and Library Science/Review and Refinement of a Database for Environmental Management Systems	Review and Refinement of a Database for Environmental Management Systems	3	FALSE	12/10/10 11:39	5/7/14 12:46	application/pdf	91fec5d0d13be47095f555ba07179610	60765	
File	uuid:ba6bc806-f511-456e-b61b-9647d7987fea	Towards a more usable academic library web site: a case study	/Collections/Master's Papers/School of Information and Library Science/Towards a more usable academic library web site: a case study	Towards a more usable academic library web site: a case study	3	FALSE	12/10/10 12:14	5/7/14 13:12	application/pdf	8f4d012365309c2f751cd976093f3501	1248704	
File	uuid:fd5b7f60-d5bd-4033-8bad-41cc05f44cdf	"Eye tracking study on identifying and analyzing user behavior - eye movements, eye fixation duration and patterns - when processing numeric table data in paper or PDF format"	"/Collections/Master's Papers/School of Information and Library Science/Eye tracking study on identifying and analyzing user behavior - eye movements, eye fixation duration and patterns - when processing numeric table data in paper or PDF format"	"Eye tracking study on identifying and analyzing user behavior - eye movements, eye fixation duration and patterns - when processing numeric table data in paper or PDF format"	3	FALSE	12/10/10 11:56	5/7/14 13:01	application/pdf	67d089c24f39ae4979eb90cc7f93815c	6202541	
File	uuid:6817d889-43ca-4841-bec8-dd24803c7179	Faculty and student perceptions on the effectiveness of online course modules:  Are modules a hindrance or help?  A Master's paper for the Master of Science in Library Science degree.	/Collections/Master's Papers/School of Information and Library Science/Faculty and student perceptions on the effectiveness of online course modules:  Are modules a hindrance or help?  A Master's paper for the Master of Science in Library Science degree.	Faculty and student perceptions on the effectiveness of online course modules:  Are modules a hindrance or help?  A Master's paper for the Master of Science in Library Science degree.	3	FALSE	12/10/10 12:24	5/7/14 13:16	application/pdf	46466d9e24ebaa11d2d520a6455038ad	161988	
File	uuid:7b115aa3-0aac-4fdf-947b-cb71d7c3d39b	An examination and evaluation of the records management program at the University of North Carolina at Chapel Hill: based on a survey of UNC Departmental Liaisons and University Records Management Pra	/Collections/Master's Papers/School of Information and Library Science/An examination and evaluation of the records management program at the University of North Carolina at Chapel Hill: based on a survey of UNC Departmental Liaisons and University Records Management Pra	An examination and evaluation of the records management program at the University of North Carolina at Chapel Hill: based on a survey of UNC Departmental Liaisons and University Records Management Pr	3	FALSE	12/10/10 11:47	5/7/14 12:50	application/pdf	29352b19332560134cb50b8690c1c83b	253533	
File	uuid:4a5ee69c-803e-4afc-8342-61abb95219c6	An examination of historical trends in museums for application to the issues and definitions of virtual museums.	/Collections/Master's Papers/School of Information and Library Science/An examination of historical trends in museums for application to the issues and definitions of virtual museums.	An examination of historical trends in museums for application to the issues and definitions of virtual museums.	3	FALSE	12/10/10 12:15	5/7/14 13:21	application/pdf	63cbd4f89196741a78036820d64cdc72	88539	
File	uuid:e0c5f2b5-35ff-4a1e-85e8-e97b59e7b0f3	Providing Services in an Academic Library: A Comparison of Web-based and Paper Forms	/Collections/Master's Papers/School of Information and Library Science/Providing Services in an Academic Library: A Comparison of Web-based and Paper Forms	Providing Services in an Academic Library: A Comparison of Web-based and Paper Forms	3	FALSE	12/10/10 11:51	5/7/14 12:51	application/pdf	02675ac5955006840ba741085132245b	594666	
File	uuid:9b61d0ea-3a7e-412f-a189-1bf958993a3f	Ethical problems surrounding the practice of legal reference service	/Collections/Master's Papers/School of Information and Library Science/Ethical problems surrounding the practice of legal reference service	Ethical problems surrounding the practice of legal reference service	3	FALSE	12/10/10 11:58	5/7/14 12:56	application/pdf	93b1dbfeebfcd4b0e19dd8860ecf963c	67028	
File	uuid:8cc646b9-865d-4870-9599-5f52df196c65	"""People Skills"" and Technological Mastery: What U.S. Academic Libraries Require of Catalogers in These Areas.  A Master's paper for the M.S. in L.S. degree."	"/Collections/Master's Papers/School of Information and Library Science/""People Skills"" and Technological Mastery: What U.S. Academic Libraries Require of Catalogers in These Areas.  A Master's paper for the M.S. in L.S. degree."	People Skills and Technological Mastery: What U.S. Academic Libraries Require of Catalogers in These Areas.  A Master's paper for the M.S. in L.S. degree.	3	FALSE	12/10/10 12:12	5/7/14 13:42	application/pdf	baa21c9db3497bf7c2efe88b37956720	98501	
File	uuid:a1dfec5a-06fa-4d92-9de3-a72ff5405df6	Gallows Variants as Null Characters in the Voynich Manuscript.  A Master's paper for the M.S. in I.S. degree.	/Collections/Master's Papers/School of Information and Library Science/Gallows Variants as Null Characters in the Voynich Manuscript.  A Master's paper for the M.S. in I.S. degree.	Gallows Variants as Null Characters in the Voynich Manuscript.  A Master's paper for the M.S. in I.S. degree.	3	FALSE	12/10/10 11:57	5/7/14 12:54	application/pdf	d298ef75783bbb0b5c16544bd4111ad7	65902	
File	uuid:3c20a01c-8044-4b89-a817-15189427d24a	The Role of Web Home Page Information Elements in User-Site Orientation Efforts.  A Master's paper for the M.S. in L.S. degree.	/Collections/Master's Papers/School of Information and Library Science/The Role of Web Home Page Information Elements in User-Site Orientation Efforts.  A Master's paper for the M.S. in L.S. degree.	The Role of Web Home Page Information Elements in User-Site Orientation Efforts.  A Master's paper for the M.S. in L.S. degree.	3	FALSE	12/10/10 12:06	5/7/14 12:56	application/pdf	1acc3fb775fe1cea4a8d046f9e98695e	647317	
File	uuid:ee7e69eb-22cc-4fb0-ab68-76ae2468a661	Angela K. W. Hon. Oracle8i with Java/XML--Does It Work? A Master's paper for the M.S. in I.S. degree.	/Collections/Master's Papers/School of Information and Library Science/Angela K. W. Hon. Oracle8i with Java\/XML--Does It Work? A Master's paper for the M.S. in I.S. degree.	Angela K. W. Hon. Oracle8i with Java/XML--Does It Work? A Master's paper for the M.S. in I.S. degree.	3	FALSE	12/10/10 11:57	5/7/14 12:59	application/pdf	51c630bb1a8701e455d32e662f5905d5	339437	
File	uuid:8dea0e68-a3d8-4896-89e1-5df5c611083d	StruML: An XML based file format for the mark-up of simple sheet music. A Master's paper for the M.S. in I.S. degree.	/Collections/Master's Papers/School of Information and Library Science/StruML: An XML based file format for the mark-up of simple sheet music. A Master's paper for the M.S. in I.S. degree.	StruML: An XML based file format for the mark-up of simple sheet music. A Master's paper for the M.S. in I.S. degree.	3	FALSE	12/10/10 12:22	5/7/14 13:12	application/pdf	a095d58435a3446ba3d6d177020dc73e	87353	
File	uuid:88592821-808e-4eca-aed2-075181c3894c	Libraries in the Houses of History: A Possible Model for House Museum Library Collections.  A Master's paper for the M.S. in L.S. degree.	/Collections/Master's Papers/School of Information and Library Science/Libraries in the Houses of History: A Possible Model for House Museum Library Collections.  A Master's paper for the M.S. in L.S. degree.	Libraries in the Houses of History: A Possible Model for House Museum Library Collections.  A Master's paper for the M.S. in L.S. degree.	3	FALSE	12/10/10 12:26	5/7/14 13:07	application/pdf	c0912b2b206a740625452f19685efa96	241922	
File	uuid:47765b36-b30e-47ec-adf6-112d8fa2954e	Metadata for Resource Description on Corporate Intranets.  A Master's paper for the M.S. in L.S. degree.	/Collections/Master's Papers/School of Information and Library Science/Metadata for Resource Description on Corporate Intranets.  A Master's paper for the M.S. in L.S. degree.	Metadata for Resource Description on Corporate Intranets.  A Master's paper for the M.S. in L.S. degree.	3	FALSE	12/10/10 12:38	5/7/14 13:21	application/pdf	3b1441f4011a1eb0deed98660cd8ca02	432130	
File	uuid:10ec3ddf-b135-4695-a412-0cbe836660fd	Performance analysis of Rsync+.	/Collections/Master's Papers/School of Information and Library Science/Performance analysis of Rsync+.	Performance analysis of Rsync+.	3	FALSE	12/10/10 11:59	5/7/14 12:56	application/pdf	9ed75725163d47b3353c88b956b4c53a	71889	
File	uuid:17aadcb3-3a7f-4d22-b7e5-ac9605180e37	"What secure electronic signature technologies are permitted under the E-sign Act and UETA, and does each method provide adequate protection against electronic fraud?"	"/Collections/Master's Papers/School of Information and Library Science/What secure electronic signature technologies are permitted under the E-sign Act and UETA, and does each method provide adequate protection against electronic fraud?"	"What secure electronic signature technologies are permitted under the E-sign Act and UETA, and does each method provide adequate protection against electronic fraud?"	3	FALSE	12/10/10 12:40	5/7/14 13:10	application/pdf	03b3f5d9b2253b5f7f7f64bccbd67243	147113	
File	uuid:59dc222b-5167-4029-a41c-fcee35b4761a	Fuel for the Information Age: A Guide to Nuclear Energy Issues and Information.  A Master's paper for the M.S. in L.S. degree.	/Collections/Master's Papers/School of Information and Library Science/Fuel for the Information Age: A Guide to Nuclear Energy Issues and Information.  A Master's paper for the M.S. in L.S. degree.	Fuel for the Information Age: A Guide to Nuclear Energy Issues and Information.  A Master's paper for the M.S. in L.S. degree.	3	FALSE	12/10/10 11:45	5/7/14 12:40	application/pdf	a4f3d0c159835cabd0f0e735921ff7d9	226397	
File	uuid:9de56504-c107-4f62-a0dc-7f8f7d0aed68	Building online applications: Sun Java Servlets and Microsoft Acitve Server Pages.	/Collections/Master's Papers/School of Information and Library Science/Building online applications: Sun Java Servlets and Microsoft Acitve Server Pages.	Building online applications: Sun Java Servlets and Microsoft Acitve Server Pages.	3	FALSE	12/10/10 12:40	5/7/14 13:09	application/pdf	d29d99756509c03e17620d38b4cf7374	136228	
File	uuid:434c643a-390f-43cf-8273-793bd00a5c0a	An evaluation of the CashHunters.com Web site.	/Collections/Master's Papers/School of Information and Library Science/An evaluation of the CashHunters.com Web site.	An evaluation of the CashHunters.com Web site.	3	FALSE	12/10/10 12:28	5/7/14 13:41	application/pdf	3b899984f5158b84089952c02e89f480	190010	
File	uuid:0ad33736-c1a3-417b-9ddc-1017a4fb9851	Development of an Input Form to Capture Author-Generated Metadata for a Botanical Image Collection.  A Master's paper for the M.S. in L.S. degree.	/Collections/Master's Papers/School of Information and Library Science/Development of an Input Form to Capture Author-Generated Metadata for a Botanical Image Collection.  A Master's paper for the M.S. in L.S. degree.	Development of an Input Form to Capture Author-Generated Metadata for a Botanical Image Collection.  A Master's paper for the M.S. in L.S. degree.	3	FALSE	12/10/10 11:57	5/7/14 13:01	application/pdf	958df279e89e1cfdc3dd1362e575a221	230301	
File	uuid:c40562a4-1d3f-48c2-8f9e-689fd8f5f1cf	MyLibrary as a Collection Analysis Tool.  A Master's paper for the M.S. in L.S. degree.	/Collections/Master's Papers/School of Information and Library Science/MyLibrary as a Collection Analysis Tool.  A Master's paper for the M.S. in L.S. degree.	MyLibrary as a Collection Analysis Tool.  A Master's paper for the M.S. in L.S. degree.	3	FALSE	12/10/10 12:21	5/7/14 13:44	application/pdf	4438bc3d2337c6011e4d6d5f89dc6d89	316927	
File	uuid:87987d98-9d9d-49a1-a974-b4d1d9165764	Iterative usability testing of a corporate Intranet	/Collections/Master's Papers/School of Information and Library Science/Iterative usability testing of a corporate Intranet	Iterative usability testing of a corporate Intranet	3	FALSE	12/10/10 12:06	5/7/14 12:59	application/pdf	f5d0b5ef8e01cbecd710a9a20a05f402	233316	
File	uuid:c8a33669-b0f0-4289-b09b-a9f4d46bf19a	Information-seeking behavior of Scientists and their adaptation to electronic journals	/Collections/Master's Papers/School of Information and Library Science/Information-seeking behavior of Scientists and their adaptation to electronic journals	Information-seeking behavior of Scientists and their adaptation to electronic journals	3	FALSE	12/10/10 12:16	5/7/14 13:38	application/pdf	5d67b714a4d0a02840c8c720b99804f7	150658	
